,Open,High,Low,Close,Volume
2025-05-20,148.795653866089,149.58436711070206,146.0461705557599,148.795653866089,22033723
2025-05-21,148.017732058042,149.0607734401614,147.7599255276004,148.017732058042,29966046
2025-05-22,149.3055665551153,149.573736394134,146.8153175078307,149.3055665551153,26283782
2025-05-23,150.21224899970315,150.50783079998538,148.55429527443977,150.21224899970315,34355011
2025-05-26,151.23630418132524,152.47724112230193,150.34815512148666,151.23630418132524,40351964
2025-05-27,152.31042273300758,152.91013157689673,151.82394284101682,152.31042273300758,20287892
2025-05-28,157.4958675942549,158.31668448528734,156.12715409142626,157.4958675942549,41582675
2025-05-29,156.53782423554028,156.95396249637867,156.26013221740922,156.53782423554028,16581563
2025-05-30,155.3247180245524,155.50729006451476,153.44137656024913,155.3247180245524,49236712
2025-06-02,153.38343000828166,154.65577476751002,152.8867871861646,153.38343000828166,25721785
2025-06-03,154.92005962843447,158.00770994370228,152.29887008344983,154.92005962843447,37064653
2025-06-04,157.72366386091437,159.7685075176968,157.69596312751662,157.72366386091437,43875242
2025-06-05,157.49069915390504,159.82500329909485,156.06946671259,157.49069915390504,39839911
2025-06-06,155.45690198115756,159.08466930520663,154.92470936369747,155.45690198115756,42705449
2025-06-09,153.48774520481825,154.5287980005385,153.36251797676567,153.48774520481825,27289165
2025-06-10,155.10908746996395,156.27152755302222,152.46346588229108,155.10908746996395,3130278
2025-06-11,156.97390404502204,157.421097686025,154.4377420737614,156.97390404502204,25161093
2025-06-12,158.36647229366474,158.6797054689828,157.60304005214525,158.36647229366474,9893422
2025-06-13,156.75694119090923,158.46436522166928,155.93754335176064,156.75694119090923,44566712
2025-06-16,157.37983958428455,159.46934988943025,153.34344905338034,157.37983958428455,12600498
2025-06-17,157.71900715836892,157.82805082258878,156.48115893608892,157.71900715836892,12175421
2025-06-18,158.31226436376775,160.45515683565353,157.88106963675105,158.31226436376775,13219991
2025-06-19,160.535154350981,160.6830500242966,159.38913430034123,160.535154350981,32485746
2025-06-20,161.15141015554136,162.50088920185678,159.0293197010668,161.15141015554136,28990399
2025-06-23,162.92558145732886,163.89401168733306,161.56383658239247,162.92558145732886,47493202
2025-06-24,163.15070072285744,165.566206417565,162.58073273417043,163.15070072285744,21396858
2025-06-25,163.94535278241418,165.40140696209787,160.03918706466592,163.94535278241418,14831629
2025-06-26,165.62731986234357,166.22029330746116,164.9313727479083,165.62731986234357,3413451
2025-06-27,161.87907641874392,163.17991242635338,161.2514661544225,161.87907641874392,1346719
2025-06-30,161.11551092409772,163.88793802940853,160.8465641366283,161.11551092409772,19307092
2025-07-01,159.97316768251983,162.18428723579072,158.66654545489234,159.97316768251983,46365052
2025-07-02,158.41440192374645,159.0366972081826,157.42417694067535,158.41440192374645,26663894
2025-07-03,157.77826943182083,159.4200216517013,155.80331937526137,157.77826943182083,44783833
2025-07-04,161.5429493506961,162.3097890278814,160.70078893228828,161.5429493506961,5981923
2025-07-07,159.39150450832975,159.60044549307048,158.69750198646267,159.39150450832975,5572729
2025-07-08,161.87265818829627,164.83639411752003,161.09712115007665,161.87265818829627,41839469
2025-07-09,157.6339825785643,159.0972940965307,156.38741033117,157.6339825785643,6230359
2025-07-10,156.8526723957231,157.80163218177677,154.5024320436232,156.8526723957231,3546131
2025-07-11,157.30449909358214,158.14434818921512,156.5827223541951,157.30449909358214,20800541
2025-07-14,158.80669323465764,160.50553166482482,158.13212412381984,158.80669323465764,46317251
2025-07-15,160.63586463776664,161.686878236454,160.13134397357308,160.63586463776664,34779785
2025-07-16,162.69385180257888,163.39000324204045,162.2940129519601,162.69385180257888,5856543
2025-07-17,161.85200168209468,162.15829743597035,160.31108378740026,161.85200168209468,42019421
2025-07-18,160.72488117471707,161.25312278735203,157.10571480005035,160.72488117471707,42335172
2025-07-21,162.9475954443672,163.53733840273193,161.6004994489989,162.9475954443672,40234130
2025-07-22,162.50840285337773,164.65458901687356,161.23691056539303,162.50840285337773,45230004
2025-07-23,159.29517118692485,159.84121297274933,155.59895610484824,159.29517118692485,12754023
2025-07-24,156.50270521840307,158.81402765399608,154.99458498444133,156.50270521840307,48998963
2025-07-25,154.28622749728305,155.9328047028173,152.8742676504337,154.28622749728305,16714119
2025-07-28,155.5431983328607,156.0588056378359,155.23039372122585,155.5431983328607,40299268
2025-07-29,155.9414596661496,157.67957139355215,154.2058844091082,155.9414596661496,29388863
2025-07-30,157.6866913810064,158.29122606629588,157.30026334826704,157.6866913810064,39194399
2025-07-31,156.67574049347166,156.88120118998262,155.06070546412855,156.67574049347166,31763151
2025-08-01,157.11666139943156,157.66464643992313,157.0271763257615,157.11666139943156,32481680
2025-08-04,158.71447232294307,161.8110116127019,157.0492819459209,158.71447232294307,31197920
2025-08-05,157.99164062685549,161.27309624020788,156.44970728143312,157.99164062685549,39170821
2025-08-06,159.17831491512953,159.28875463690287,157.72887715886299,159.17831491512953,37213105
2025-08-07,157.56951665291754,157.82192819653068,156.68941375751925,157.56951665291754,7593058
2025-08-08,156.7186254523884,158.40529423373636,156.37143709693447,156.7186254523884,41476689
2025-08-11,155.82621530707036,157.1439768887584,154.8172644188451,155.82621530707036,27267333
2025-08-12,152.9410549231556,153.45045626467444,152.9201833758207,152.9410549231556,16831087
2025-08-13,154.1625272273902,154.20239804740882,153.08082481485943,154.1625272273902,26196920
2025-08-14,153.07183787832363,153.5523429468527,151.48742478568533,153.07183787832363,48382190
2025-08-15,153.150551120549,154.42686003972725,153.13204341126578,153.150551120549,43021035
2025-08-18,154.35868055252215,156.81231596168567,154.03346222629526,154.35868055252215,41851227
2025-08-19,155.4931651974821,158.7165127561245,153.60253791424367,155.4931651974821,23677168
2025-08-20,157.1719146294773,158.92812863362866,154.71456640400243,157.1719146294773,39422754
2025-08-21,156.97803674246938,157.69805619979007,155.9015613699148,156.97803674246938,19869385
2025-08-22,155.98140492983723,156.43872928582803,155.4339844734189,155.98140492983723,34622108
2025-08-25,155.8350969459959,158.85398300603597,154.242025478031,155.8350969459959,32338600
2025-08-26,151.74355932163982,153.42183302699848,151.59761397943464,151.74355932163982,13240136
2025-08-27,148.33351447977188,149.76061804513907,146.6602844646711,148.33351447977188,14056702
2025-08-28,145.29073417542833,145.79592233878435,141.9770334152706,145.29073417542833,3995524
2025-08-29,143.05504379965163,143.63738974896145,140.9140266662879,143.05504379965163,7848652
2025-09-01,144.00111152417117,144.4105986117217,142.6721447897361,144.00111152417117,22247313
2025-09-02,141.99337682858553,142.25652697631992,139.91859961422367,141.99337682858553,24415986
2025-09-03,141.19281247354587,142.0670375876273,140.79381996467797,141.19281247354587,9090915
2025-09-04,144.1265707756731,144.61553239456066,143.0206627500258,144.1265707756731,21427579
2025-09-05,143.36368435632696,144.88886110973618,141.72910765507663,143.36368435632696,30604698
2025-09-08,145.07433407087018,146.730993347947,143.45017485513696,145.07433407087018,12395927
2025-09-09,142.9873474910711,142.9964115481987,142.3470305358281,142.9873474910711,17573608
2025-09-10,142.57012798258867,146.27363473916643,142.487046194393,142.57012798258867,19008078
2025-09-11,140.48233377459522,140.79572140321358,139.71145267552774,140.48233377459522,25747640
2025-09-12,139.7768583601832,141.7801605710797,139.51453774501,139.7768583601832,18953230
2025-09-15,141.67098429372007,141.80064183096542,141.27693533870055,141.67098429372007,37110286
2025-09-16,137.8621202966292,138.66279191444804,137.64413397358538,137.8621202966292,17047282
2025-09-17,138.8490737861716,138.92791672565204,137.7691509702163,138.8490737861716,22260941
2025-09-18,139.41300154272477,139.65057186648212,138.2879270741676,139.41300154272477,19593739
2025-09-19,138.1527746524085,139.22965121141178,135.91487654633897,138.1527746524085,9962873
2025-09-22,135.05044215207454,135.63156603993312,132.01549603174217,135.05044215207454,34601423
2025-09-23,135.2467235586817,136.39839970693913,133.89189572995815,135.2467235586817,12536862
2025-09-24,134.16187360705229,135.05483523054232,132.56839936863096,134.16187360705229,15546947
2025-09-25,134.69607482308817,136.15791381864187,133.32133567706282,134.69607482308817,39844845
2025-09-26,134.78518964677383,135.27921969913353,132.27840696694346,134.78518964677383,47494038
2025-09-29,138.22802213510784,138.62369809788868,138.09112826080454,138.22802213510784,33871314
2025-09-30,137.75085395748644,138.37619541965722,136.46861635172587,137.75085395748644,45901052
2025-10-01,135.57423754540466,135.9927186869698,133.13716247745637,135.57423754540466,42855341
2025-10-02,136.00004723811728,137.27239177068472,135.29788229617006,136.00004723811728,24564610
2025-10-03,136.51441062737027,139.01454384943034,136.00696376982276,136.51441062737027,38744218
2025-10-06,139.47986574896095,139.94797045545644,138.2341283570115,139.47986574896095,17089699
2025-10-07,141.35855161564282,144.1727346173406,141.3423642355959,141.35855161564282,23564355
2025-10-08,142.1978893929416,144.32383433866528,141.77234130031871,142.1978893929416,27236304
2025-10-09,145.5199612402542,147.50465302844987,144.04283481727535,145.5199612402542,48064157
2025-10-10,142.8418412580649,144.12053996897893,139.91536096349313,142.8418412580649,42579463
2025-10-13,141.44803637977134,142.46572704189327,138.92295072896817,141.44803637977134,24973395
2025-10-14,139.42890255612534,141.52382663575102,137.8449223441407,139.42890255612534,32976779
2025-10-15,138.61722179405075,142.72656930835032,137.34076455572827,138.61722179405075,10915468
2025-10-16,135.65589930619683,136.39318302517165,134.4960151525796,135.65589930619683,40415199
2025-10-17,137.05588819918194,140.37320949232395,136.17924254248805,137.05588819918194,28098859
2025-10-20,136.6197464563061,137.2138842453581,136.01514174656506,136.6197464563061,27103391
2025-10-21,133.4985916229686,134.2456127439571,131.83030609146374,133.4985916229686,38547892
2025-10-22,131.40581338562376,132.0169558178132,130.57089876732937,131.40581338562376,32012963
2025-10-23,132.09632982107146,134.15829851541255,131.11879817476,132.09632982107146,4550886
2025-10-24,133.88183801155046,134.27989999436778,133.0291361729607,133.88183801155046,15119625
2025-10-27,138.13432899025548,138.27174153010222,137.66357906555533,138.13432899025548,9659229
2025-10-28,144.51703020944154,144.6414603144443,141.93940837429355,144.51703020944154,37009764
2025-10-29,145.50607520249736,146.6567461526297,145.3844014547152,145.50607520249736,2722211
2025-10-30,143.28473576758122,143.77855976932912,142.4877975889837,143.28473576758122,10917825
2025-10-31,138.51921261334041,139.4449725513137,136.7463869961144,138.51921261334041,30274806
2025-11-03,139.14719217294157,140.10504287536247,136.80699156968657,139.14719217294157,35045108
2025-11-04,137.40991741770148,138.6436048289618,135.03410634763452,137.40991741770148,25661940
2025-11-05,136.5547053427408,138.77909539178776,134.6986256570493,136.5547053427408,43175234
2025-11-06,135.2817207784691,136.5941557427776,134.93646367648896,135.2817207784691,46028064
2025-11-07,135.02471422496004,136.223322747276,133.2010365151432,135.02471422496004,7473039
2025-11-10,137.33432154733407,139.168811902955,137.3177683935297,137.33432154733407,47673043
2025-11-11,137.7175863132401,137.9811006332721,137.4382987983875,137.7175863132401,31104607
2025-11-12,137.41725131346965,139.34634408379802,135.91463301228106,137.41725131346965,32174738
2025-11-13,135.21959860844828,135.81799362176793,134.68278855999452,135.21959860844828,5659691
2025-11-14,131.69627387666992,133.61251468382576,131.61674785898913,131.69627387666992,31471722
2025-11-17,130.72946922433692,130.90135993475195,129.02651902615963,130.72946922433692,36560065
2025-11-18,130.66024336294183,130.99764577192852,130.59334909204748,130.66024336294183,29458765
2025-11-19,134.33960176664985,136.4416377257322,134.23249338807432,134.33960176664985,5140167
2025-11-20,134.65786453318236,135.14501693262017,132.2373070525009,134.65786453318236,26638145
2025-11-21,136.78467143148663,138.07198219816672,135.561524668183,136.78467143148663,46861051
2025-11-24,135.75253448045777,136.36147176162845,135.73699700680868,135.75253448045777,36447409
2025-11-25,133.26233750925235,133.86512830522736,132.93079772478504,133.26233750925235,7732988
2025-11-26,131.27916737664063,133.3346828497234,131.22112573478802,131.27916737664063,48036986
2025-11-27,129.821472822878,130.64904693751697,129.55804689925284,129.821472822878,47985132
2025-11-28,134.21433389267182,134.93744222781726,132.761561439824,134.21433389267182,9300380
2025-12-01,132.52079541796877,134.04188588588104,132.3206202682703,132.52079541796877,40243324
2025-12-02,134.31279781144573,137.5285958138464,133.31069236851332,134.31279781144573,20929138
2025-12-03,132.44554017745827,133.487311467146,130.78955300800882,132.44554017745827,30090418
2025-12-04,134.4306811201192,136.6978117426971,133.7434421527883,134.4306811201192,22814129
2025-12-05,135.2883311469044,136.40612320339216,134.7589957181131,135.2883311469044,39348581
2025-12-08,134.99754853637143,135.331891431429,132.5855371965093,134.99754853637143,49836333
2025-12-09,134.95374329946202,135.19561633949579,134.78817578870897,134.95374329946202,39960627
2025-12-10,133.60495126875378,133.94347624627272,132.27464491733988,133.60495126875378,46637200
2025-12-11,134.58593722958153,134.8001776806561,133.1603710332297,134.58593722958153,47355326
2025-12-12,133.6643121131774,133.93616960592115,132.29313435373132,133.6643121131774,5415166
2025-12-15,131.1268266455434,132.44928795291995,131.07580099218748,131.1268266455434,13415784
2025-12-16,128.52944485912548,129.43795477856173,127.44331279027875,128.52944485912548,36370971
2025-12-17,128.91959143149467,129.77389769307118,127.52249133091675,128.91959143149467,29913718
2025-12-18,132.16653577828524,132.67542708191746,131.71108341355463,132.16653577828524,3457162
2025-12-19,132.54150431991985,133.2791421169858,132.03880085678716,132.54150431991985,5657410
2025-12-22,132.335943354953,132.72821091259704,130.63234158430865,132.335943354953,26506822
2025-12-23,132.97364365457977,135.67975477626288,131.510960634061,132.97364365457977,31192119
2025-12-24,135.75080544755417,135.86903648625582,135.5713039812806,135.75080544755417,9218247
2025-12-25,136.26291313863697,136.68135367769955,134.56752196265896,136.26291313863697,9393273
2025-12-26,135.42434636434763,136.44480616472168,134.9921983411401,135.42434636434763,7337670
2025-12-29,137.82675664626655,139.2494908051941,137.52735393603527,137.82675664626655,28682579
2025-12-30,138.80115591723498,140.52849714348915,138.52066203671941,138.80115591723498,1384828
2025-12-31,142.20224836400888,143.46613812682216,141.3804699491593,142.20224836400888,29049095
2026-01-01,142.65774085990492,142.75857189560094,142.2969810958911,142.65774085990492,24320504
2026-01-02,139.9520778322306,140.41993081065507,139.24677850173006,139.9520778322306,23833272
2026-01-05,136.9810321214614,137.05108704111433,136.12070071756955,136.9810321214614,34284536
2026-01-06,140.58597994254472,141.66221521412515,140.14812092338042,140.58597994254472,26608956
2026-01-07,144.446842645979,145.7471308266923,143.86617705631124,144.446842645979,36659689
2026-01-08,144.08432418095126,145.1497019327444,143.73260802179576,144.08432418095126,38432246
2026-01-09,143.26056920737318,143.4892822813159,142.86917556913778,143.26056920737318,46085769
2026-01-12,146.60327445195426,147.5604708994582,144.9328342262988,146.60327445195426,40162991
2026-01-13,144.0938851993304,144.884136297972,143.4004461667758,144.0938851993304,26367603
2026-01-14,142.10925623139,142.37638409847796,140.06604211580827,142.10925623139,25115507
2026-01-15,143.59414235260783,145.6735682709392,141.92546424284168,143.59414235260783,12549720
2026-01-16,142.7473696714328,142.84440969874646,139.725901120494,142.7473696714328,30380078
2026-01-19,142.7811720342321,143.15530983786132,140.12280770296988,142.7811720342321,7817636
2026-01-20,142.45898297971348,143.74067902246543,142.41751324587443,142.45898297971348,46630575
2026-01-21,143.26156266438983,143.53353527558386,143.2172700887469,143.26156266438983,42407168
2026-01-22,146.48254334376327,148.61360432130581,146.31026397148818,146.48254334376327,6866945
2026-01-23,146.73801454026787,148.69870749398876,144.9563364925483,146.73801454026787,39511838
2026-01-26,148.27268038895167,150.1230492817128,144.3095971326311,148.27268038895167,6738074
2026-01-27,143.53244499207602,143.89488929602987,142.96415142155362,143.53244499207602,36340034
2026-01-28,143.4678866251336,143.98932688247868,141.22772423604852,143.4678866251336,5297741
2026-01-29,141.60823174550137,145.020879627717,140.01120134637233,141.60823174550137,24921477
2026-01-30,138.9350873225842,140.5416599541265,138.40740281377205,138.9350873225842,33235300
2026-02-02,137.05777703562734,137.4604238929871,136.02588011039288,137.05777703562734,36711731
2026-02-03,136.38009632721656,137.84227237459442,135.16038632807738,136.38009632721656,21511806
2026-02-04,138.39055300341715,139.37921024636668,137.93903721042574,138.39055300341715,46159549
2026-02-05,135.54368474300705,138.2508940560271,133.6088185903369,135.54368474300705,38941749
2026-02-06,135.65210084782893,137.24820343361955,133.15964722183205,135.65210084782893,11204973
2026-02-09,134.66082426771987,135.7885593906015,134.20844573824223,134.66082426771987,33890339
2026-02-10,134.0086745718031,134.32419580947618,131.45572862914057,134.0086745718031,36796194
2026-02-11,136.16747548082523,138.36129166730106,136.11903189025026,136.16747548082523,17348250
2026-02-12,137.3646574582632,139.04376774554143,134.95570578655895,137.3646574582632,37173334
2026-02-13,140.30144525828987,140.6508465371017,140.17054590441955,140.30144525828987,45019960
2026-02-16,140.00459890939854,142.5545010604209,139.82111192570326,140.00459890939854,41038599
2026-02-17,138.51458517841942,140.80251251066653,138.00834972870518,138.51458517841942,38364075
2026-02-18,138.0702325122975,139.839007744833,133.68118184596904,138.0702325122975,32090374
2026-02-19,138.64134978621962,139.22864370320053,137.46111597471943,138.64134978621962,14256212
2026-02-20,139.07089248290828,139.79487943482889,138.08729338888972,139.07089248290828,39965924
2026-02-23,136.7400578427997,137.85120931370537,135.415049594489,136.7400578427997,18845408
2026-02-24,136.97833292156255,137.30935437711605,136.48270074429664,136.97833292156255,27077644
2026-02-25,137.51415362421272,139.95497767768052,136.8406778053231,137.51415362421272,16407559
2026-02-26,143.00976235833087,143.74684955068946,141.7103737127646,143.00976235833087,16337836
2026-02-27,147.2821768162219,148.13278866147948,147.23639328587643,147.2821768162219,8722970
2026-03-02,145.34985536350896,147.2022625500173,144.94494567468848,145.34985536350896,48103586
2026-03-03,144.73816471012304,145.64652339231134,144.7179227566646,144.73816471012304,8241385
2026-03-04,141.44832630837166,142.3488079713431,140.97223510915188,141.44832630837166,5226681
2026-03-05,140.17737055816693,140.9359146214518,139.581664537372,140.17737055816693,46870245
2026-03-06,140.918596524361,141.99370181578288,138.18904990765157,140.918596524361,28195645
2026-03-09,143.63943444293997,144.28308183504032,142.68197323159802,143.63943444293997,22457297
2026-03-10,142.03576754287306,144.42991863030264,140.64094872249703,142.03576754287306,37137076
2026-03-11,140.61762878055296,141.3742000520028,138.58950193620691,140.61762878055296,19782671
2026-03-12,135.9070558729051,137.31275349459216,135.82767087107803,135.9070558729051,7268159
2026-03-13,135.6020414154219,135.9210806256984,135.48816146052633,135.6020414154219,36754599
2026-03-16,133.37627032306716,135.2751942123076,132.4512976663001,133.37627032306716,9623975
2026-03-17,132.3065356915465,132.89704906298482,131.2070262301729,132.3065356915465,28096660
2026-03-18,130.5214825149621,131.57426736281352,128.7696555898671,130.5214825149621,47504240
2026-03-19,130.36915932754175,132.04131933833017,129.838630183331,130.36915932754175,46870859
2026-03-20,126.80171680614464,127.7068529941123,126.0600863618945,126.80171680614464,18678366
2026-03-23,123.91237096087943,124.21179841698616,123.854643569636,123.91237096087943,39234773
2026-03-24,128.1067985750694,128.89334459932746,127.74955446763856,128.1067985750694,31021114
2026-03-25,125.55010207240136,127.3720585986004,124.28469144536847,125.55010207240136,24489108
2026-03-26,123.42136381016095,123.96522303852483,122.52744425180373,123.42136381016095,7856477
2026-03-27,127.03096096483914,127.07174765162786,126.95092845091297,127.03096096483914,19441614
2026-03-30,132.88301919527188,133.24035950356932,130.36894389231918,132.88301919527188,32943986
2026-03-31,130.4734540888968,131.28195363696662,127.91801218512133,130.4734540888968,49344945
2026-04-01,129.75820962081383,130.36954764000342,129.74222432687083,129.75820962081383,1239638
